name_project,region,budget_project,city,is_multi_region,sectors_touched,all_sectors,n_sectors,status_en,area_sqm,start_year,start_date,end_date,duration_days,has_budget,is_at_risk
مستشفى الولادة والاطفال بعنيزة – Childbirth and Children Hospital U...,Al-Qaseem,288548157.0,عنيزة,False,"['Government', 'Health']","['Government', 'Health']",2,Under construction,200000.0,2015.0,2015-03-11,2021-01-04,2126.0,True,False
مستشفى اليمامة الخاص – Alyamamah Private Hospital,Al-Riyadh,,الرياض,False,['Health'],['Health'],1,Under construction,10100.0,2010.0,2010-09-01,,,False,False
مستشفى تبوك الجامعي – Tabuk University Hospital,Tabouk,400256424.0,تبوك,False,"['Education', 'Government', 'Health']","['Education', 'Government', 'Health']",3,Delayed,140000.0,2012.0,2012-03-31,2018-02-08,2140.0,True,True
مستشفى جامعة الإمام عبد الرحمن بن فيصل – Imam Abdul Rahman bin...,Eastern Region,500000000.0,الدمام,False,"['Education', 'Government', 'Health']","['Education', 'Government', 'Health']",3,Delayed,150000.0,2012.0,2012-02-01,2017-02-01,1827.0,True,True
مستشفى جامعة الملك فيصل – King Faisal University Hospital,Eastern Region,492855427.0,الأحساء,False,"['Education', 'Government', 'Health']","['Education', 'Government', 'Health']",3,Delayed,145000.0,2011.0,2011-01-07,2017-04-03,2278.0,True,True
مستشفى حائل الجامعي – University Hospital in Hail,Hail,,حائل,False,"['Education', 'Government', 'Health']","['Education', 'Government', 'Health']",3,Delayed,541325.0,2012.0,2012-02-15,2015-08-19,1281.0,False,True
مستشفى حائل العام – Hail General Hospital,Hail,301478802.0,حائل,False,"['Government', 'Health']","['Government', 'Health']",2,Stalled,245000.0,2011.0,2011-12-03,2015-05-20,1264.0,True,True
مستشفى خاص – Special Hospital,Aseer,,أبها,False,['Health'],['Health'],1,Under construction,4700.0,2016.0,2016-07-01,,,False,False
مستشفى د حامد سليمان الأحمدي,Al-Madinah Al-Monawarah,,المدينة المنورة,False,['Health'],"['Commercial', 'Health', 'Infrastructure']",1,Under construction,,2010.0,2010-05-01,,,False,False
مستشفى د. سليمان الحبيب بالجبيل الصناعية – Dr. Sulaiman AL-H...,Eastern Region,1300000000.0,الجبيل الصناعية,False,['Health'],"['Commercial', 'Health']",1,Announced,115482.0,,,,,True,False
مستشفى د. سليمان الحبيب بالخبر – Dr. Sulaiman AL-Habib Hospital in AL...,Eastern Region,1000000000.0,الخبر,False,['Health'],"['Commercial', 'Health']",1,Delayed,30000.0,2015.0,2015-06-01,2019-06-01,1461.0,True,True
مستشفى د. سليمان الحبيب بالسويدي – Dr. Sulaiman Al-Habib Hospital i...,Al-Riyadh,100000000.0,الرياض,False,['Health'],"['Commercial', 'Health']",1,Completed,1313000.0,2013.0,2013-10-01,2016-10-01,1096.0,True,False
مستشفى د. سليمان الحبيب بالصحافة – Dr. Sulaiman Al-Habib Hospital in AL...,Al-Riyadh,2000000000.0,الرياض,False,"['Commercial', 'Health']","['Commercial', 'Health']",2,Announced,46000.0,,,,,True,False
مستشفى د.سليمان الحبيب بجدة – Dr. Sulaiman AL-Habib Hospital in Jeddah...,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Health']","['Commercial', 'Health']",2,Under construction,21200.0,2018.0,2018-08-01,,,False,False
مستشفى د.سمير عباس – Dr. Sameer Abbas Hospital,Makkah Al-Mokarramah,130130000.0,جدة,False,['Health'],['Health'],1,Completed,,2012.0,2012-01-01,2017-10-08,2107.0,True,False
مستشفى د.محمد الفقيه – DR. MOHAMMED ALFAGIH HOSPITAL,Al-Riyadh,630000000.0,الرياض,False,['Health'],['Health'],1,Under construction,,2015.0,2015-03-01,2019-09-01,1645.0,True,False
مستشفى دلة العارض – Dallah Hospital Alaridh,Al-Riyadh,,الرياض,False,"['Health', 'Residential']","['Health', 'Residential']",2,Proposed,106000.0,,,,,False,False
مستشفى دلة نمار – Dallah Hospital NAMAR,Al-Riyadh,920000000.0,الرياض,False,['Health'],"['Commercial', 'Health']",1,Completed,165000.0,2014.0,2014-03-09,2017-09-01,1272.0,True,False
مستشفى رعاية الرياض – Riyadh Care Hospital,Al-Riyadh,,الرياض,False,['Health'],"['Commercial', 'Health']",1,Announced,,,,2019-08-01,,False,False
مستشفى سليمان الراجحي في البكيرية – Sulaiman Al-Rajhi Hospital in...,Al-Qaseem,,البكيرية,False,"['Education', 'Health']","['Education', 'Health']",2,Announced,85000.0,,,,,False,False
مستشفى سنابل التخصصي – Sanabil Specialist Hospital,Aseer,,محايل عسير,False,['Health'],['Health'],1,Announced,21800.0,,,,,False,False
مستشفى سند – Sanad Hospital,Al-Riyadh,,الرياض,False,"['Commercial', 'Health']","['Commercial', 'Health']",2,Under construction,10200.0,,,,,False,False
مستشفى شمال بريدة العام – North Buraidah General Hospital,Al-Qaseem,251338687.0,بريدة,False,"['Government', 'Health']","['Government', 'Health']",2,Delayed,201299.0,2014.0,2014-08-06,2018-08-05,1460.0,True,True
مستشفى طب وجراحة الأعصاب – NGHA Neuroscience Center,Makkah Al-Mokarramah,,جدة,False,"['Government', 'Health']","['Government', 'Health']",2,Under construction,70000.0,2014.0,2014-07-01,,,False,False
مستشفى ميديسينا جدة –  MEDICENA HOSPITAL JEDDAH,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Health']","['Commercial', 'Health']",2,Announced,3000000.0,,,,,False,False
مستشفى هيف – Haif Hospital,Al-Riyadh,,الرياض,False,['Health'],['Health'],1,Announced,,,,,,False,False
مستشفى ومركز الدارة الطبي – Aldara Hospital and Medical Center,Al-Riyadh,1100000000.0,الرياض,False,['Health'],"['Commercial', 'Health']",1,Delayed,27500.0,2012.0,2012-10-01,2017-03-01,1612.0,True,True
مستودع دمسكو و صيدليات الدواء – DMSCO Warehouse,Al-Riyadh,190000000.0,مدينة سدير للصناعة والأعمال,False,['Industrial'],['Industrial'],1,Delayed,35000.0,2016.0,2016-01-01,2018-03-31,820.0,True,True
مستودع دمسكو وصيدليات الدواء,Makkah Al-Mokarramah,260000000.0,جدة,False,['Industrial'],['Industrial'],1,Announced,45000.0,,,,,True,False
مستودع فلو – Flow Warehouse,Makkah Al-Mokarramah,100000000.0,مدينة الملك عبدالله الاقتصادية,False,['Industrial'],['Industrial'],1,Completed,,2015.0,2015-10-21,2017-10-16,726.0,True,False
مسجد الجبري – Al Jabri Mosque,Hail,,حائل,False,['Religious/Charity'],['Religious/Charity'],1,Proposed,22500.0,,,,,False,False
مسجد الشيخ صالح الراجحي –  Sheikh Saleh Al-Rajhi Mosque,Al-Riyadh,,الرياض,False,['Religious/Charity'],['Religious/Charity'],1,Announced,4700.0,,,,,False,False
مسجد الفضل,Makkah Al-Mokarramah,,جدة,False,['Religious/Charity'],['Religious/Charity'],1,Under construction,10000.0,,,,,False,False
مسجد جازان – Jazan Mosque,Jazan,5000000.0,جازان,False,['Religious/Charity'],['Religious/Charity'],1,Proposed,6000.0,,,,,True,False
مسجد سيد الشهداء – SAID AL SHOHADAA MOSQUE,Al-Madinah Al-Monawarah,25875000.0,المدينة المنورة,False,['Religious/Charity'],['Religious/Charity'],1,Completed,8947.0,2012.0,2012-04-01,2016-05-01,1491.0,True,False
مسجد مركز الملك عبدالله المالي – KAFD Mosque,Al-Riyadh,,الرياض,False,['Religious/Charity'],['Religious/Charity'],1,Completed,,2011.0,2011-01-01,2014-12-31,1460.0,False,False
مسجد مطار الملك عبدالله,Jazan,,جازان,False,['Religious/Charity'],['Religious/Charity'],1,Under construction,,2015.0,2015-03-01,,,False,False
مسكن البنك الإسلامي للتنمية – Islamic Development Bank Building,Makkah Al-Mokarramah,,جدة,False,"['Religious/Charity', 'Residential']","['Religious/Charity', 'Residential']",2,Proposed,106838.0,,,,,False,False
مسكن الخبر – Khobar Residence,Eastern Region,,الخبر,False,['Residential'],['Residential'],1,Proposed,,,,,,False,False
مشروع إسكان الأفراد والموظفين (القرية العمالية) بغرب ا�...,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,710877.0,2014.0,2014-12-01,,,False,False
مشروع إنشاء سكن أعضاء هيئة تدريب معهد الإدارة ( المرحلة...,Al-Riyadh,190596309.0,الرياض,False,"['Education', 'Residential']","['Education', 'Residential']",2,Delayed,324654.0,2010.0,2010-02-27,2012-08-27,912.0,True,True
مشروع اسكان تبوك 1,Tabouk,180285366.0,تبوك,False,"['Government', 'Residential']","['Government', 'Residential']",2,Stalled,1098155.0,,,,,True,True
مشروع اسكان تبوك 2,Tabouk,,تبوك,False,"['Government', 'Residential']","['Government', 'Residential']",2,Under construction,950000.0,,,,,False,False
مشروع التأهيل البيئي لوادي لبن “المرحلة الأولى”,Al-Riyadh,,الرياض,False,"['Government', 'Leisure/Tourism']","['Government', 'Infrastructure', 'Leisure/Tourism']",2,Completed,,,,2012-04-10,,False,False
مشروع التأهيل البيئي لوادي نمار “المرحلة الأولى”...,Al-Riyadh,,الرياض,False,"['Government', 'Leisure/Tourism']","['Government', 'Infrastructure', 'Leisure/Tourism']",2,Completed,,,,2012-04-10,,False,False
مشروع التطوير والتنسيق الحضاري لمنطقة الخندق,Al-Madinah Al-Monawarah,,المدينة المنورة,False,"['Government', 'Leisure/Tourism', 'Religious/Charity']","['Government', 'Infrastructure', 'Leisure/Tourism', 'Religious/Charity']",3,Proposed,,,,,,False,False
مشروع الرائدة السكني – Public Pension Agency Project,Makkah Al-Mokarramah,,جدة,False,"['Education', 'Health', 'Religious/Charity', 'Residential']","['Commercial', 'Education', 'Health', 'Hospitality', 'Infrastructure', 'Religious/Charity', 'Residential']",4,Under construction,2500000.0,2014.0,2014-04-02,2024-12-31,3926.0,False,False
مشروع العقارية السكني بالحي الدبلوماسي,Al-Riyadh,508000000.0,الرياض,False,['Residential'],['Residential'],1,Under construction,,,,,,True,False
مشروع المحكمة الجزائية,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Completed,100000.0,2008.0,2008-06-28,,,False,False
مشروع المحكمة العامة,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Completed,,1998.0,1998-04-01,2001-01-21,1026.0,False,False
مشروع الملك عبدالعزيز للنقل العام بمدينة الرياض – Kin...,Al-Riyadh,84000000000.0,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,,2013.0,2013-08-03,2018-12-31,1976.0,True,True
مشروع الملك عبدالله بن عبدالعزيز لتطوير المقرات الأمن�...,Tabouk,,تبوك,False,['Government'],['Government'],1,Under construction,,,,,,False,False
مشروع الملك عبدالله لتطوير التعليم – King Abdullah Project for G...,Makkah Al-Mokarramah / Al-Riyadh,5280000000.0,"مكة المكرمة, المزاحمية, البرابر, الجموم, الرياض, جدة",True,"['Education', 'Government']","['Education', 'Government']",2,Under construction,,2009.0,2009-01-01,,,True,False
"مشروع النقل العام بالدمام والقطيف – Dammam, Qatif public transpor...",Eastern Region,60000000000.0,,False,['Government'],"['Government', 'Infrastructure']",1,Announced,,2015.0,2015-12-31,2022-12-31,2557.0,True,False
مشروع الواجهة البحرية بمدينة ينبع الصناعية,Al-Madinah Al-Monawarah,11100000000.0,ينبع,False,"['Leisure/Tourism', 'Residential', 'Sports']","['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential', 'Sports']",3,Under construction,,2010.0,2010-05-19,,,True,False
مشروع بحيرات الحاير-  Al’Hair Lakes project,Al-Riyadh,,الرياض,False,"['Government', 'Leisure/Tourism']","['Government', 'Hospitality', 'Leisure/Tourism']",2,Announced,,,,,,False,False
مشروع تأهيل وادي السلي بيئاً وحضرياً,Al-Riyadh,,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,,,,,False,False
مشروع تحسين المنطقة المركزية لمدينة الباحة,Al-Baha,,,False,"['Government', 'Leisure/Tourism']","['Commercial', 'Government', 'Infrastructure', 'Leisure/Tourism']",2,Under construction,,,,,,False,False
مشروع تطوير طريق أبي بكر الصديق (المرحلة الأولى والثان�...,Al-Riyadh,,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,,,,,False,False
مشروع تقاطع طريق الملك فهد مع طريق عين نجم في الاحساء...,Eastern Region,121000000.0,الأحساء,False,['Government'],"['Government', 'Infrastructure']",1,Completed,,2013.0,2013-05-17,2017-05-17,1461.0,True,False
مشروع مجمع محاكم,Makkah Al-Mokarramah,,مكة المكرمة,False,['Government'],['Government'],1,Announced,151000.0,,,,,False,False
مشروع محطة تحلية المياه بالطاقة الشمسية في الخفجي,Eastern Region,550000000.0,الخفجي,False,['Scientific'],"['Infrastructure', 'Scientific']",1,Delayed,,2015.0,2015-01-29,2017-01-31,733.0,True,True
مشروع مضمار سباق في الخرج – Race Track Project,Al-Riyadh,,الخرج,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Announced,105403.52,,,,,False,False
مشروع واسط لمعالجة الغاز الطبيعي,Eastern Region,18400000000.0,الجبيل الصناعية,False,['Industrial'],"['Industrial', 'Infrastructure']",1,Completed,,2011.0,2011-01-25,2015-11-10,1750.0,True,False
مصانع منتجون ماسك اللوجستية – Factories Montijoon Masic Logistics,Makkah Al-Mokarramah,,جدة,False,['Industrial'],['Industrial'],1,Under construction,120136.0,2017.0,2017-10-01,2020-12-31,1187.0,False,False
مصفاة جازان – Jazan Refinery,Jazan,26250000000.0,مدينة جازان للصناعات الاساسية والتحويلية,False,"['Government', 'Industrial']","['Government', 'Industrial']",2,Delayed,,2012.0,2012-11-14,2018-12-31,2238.0,True,True
مصفاة ساتورب – SATORP,Eastern Region,45000000000.0,الجبيل الصناعية,False,['Industrial'],"['Commercial', 'Industrial']",1,Completed,5000000.0,2009.0,2009-01-01,2013-12-01,1795.0,True,False
مصنع أجا للصناعات الدوائية- حائل,Hail,250000000.0,حائل,False,"['Health', 'Industrial']","['Health', 'Industrial']",2,Completed,120000.0,2013.0,2013-06-08,,,True,False
مصنع أجهزة الحفر العربية – The Arabian Rig Manufacturing,Eastern Region,,رأس الخير,False,['Industrial'],['Industrial'],1,Announced,400000.0,,,,,False,False
مصنع أرتك جدة – ARTIC Plant Jeddah,Makkah Al-Mokarramah,,جدة,False,['Industrial'],['Industrial'],1,Under construction,52000.0,2015.0,2015-01-01,,,False,False
مصنع أصباغ همبل,Makkah Al-Mokarramah,49870000.0,جدة,False,['Industrial'],"['Commercial', 'Industrial']",1,Completed,15000.0,,,2014-02-18,,True,False
مصنع إتحاد صناعة العلب المحدودة –  Consolidated Can Manufacturer Co...,Makkah Al-Mokarramah,118579500.0,جدة,False,['Industrial'],['Industrial'],1,Completed,79053.0,2014.0,2014-02-01,2016-03-31,789.0,True,False
مصنع اسمنت اليمامة الجديد – New Yamama Cement Factory,Al-Riyadh,4200000000.0,الرياض,False,"['Commercial', 'Industrial']","['Commercial', 'Industrial']",2,Delayed,12000000.0,2015.0,2015-03-01,2018-06-30,1217.0,True,True
مصنع الأصباغ الوطنية – National Paint Factory,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,['Industrial'],['Industrial'],1,Announced,53472.0,2016.0,2016-04-26,,,False,False
مصنع البيوتانول – Butanol Plant,Eastern Region,1938000000.0,الجبيل الصناعية,False,['Industrial'],['Industrial'],1,Completed,,2013.0,2013-06-23,2016-03-31,1012.0,True,False
مصنع التيتانيوم الإسفنجي – Titanium Sponge Plant,Al-Madinah Al-Monawarah,6000000000.0,ينبع,False,['Industrial'],['Industrial'],1,Completed,220000.0,2016.0,2016-02-26,2018-07-31,886.0,True,False
مصنع الريف للسكر – AlReef Sugar Refinery,Jazan,1200000000.0,مدينة جازان للصناعات الاساسية والتحويلية,False,['Industrial'],['Industrial'],1,Delayed,150000.0,2016.0,2016-05-21,2017-12-31,589.0,True,True
مصنع الشاملة – Shamla Pharmaceutical Plant,Makkah Al-Mokarramah,60000000.0,مدينة الملك عبدالله الاقتصادية,False,['Industrial'],['Industrial'],1,Under construction,,2011.0,2011-02-21,,,True,False
مصنع العلا المتقدمه للأبواب و النوافذ الخشبيه – Al-Ola...,Al-Riyadh,,مدينة سدير للصناعة والأعمال,False,['Industrial'],['Industrial'],1,Delayed,19685.04,2016.0,2016-05-01,2017-12-28,606.0,False,True
مصنع العوجان كوكا كولا للمرطبات – Aujan Coca Cola Factory,Al-Riyadh,375000000.0,مدينة سدير للصناعة والأعمال,False,['Industrial'],['Industrial'],1,Delayed,187000.0,2017.0,2017-11-08,2019-05-22,560.0,True,True
مصنع المونيوم – Aluminum Smelter,Eastern Region,40500000000.0,رأس الخير,False,['Industrial'],['Industrial'],1,Completed,,2009.0,2009-09-01,2013-12-31,1582.0,True,False
مصنع ايبكس فارما – Apex Pharma,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,['Industrial'],['Industrial'],1,Under construction,49960.0,2018.0,2018-12-01,2020-12-31,761.0,False,False
مصنع ببسي – Pepsi Mega Plant,Makkah Al-Mokarramah,,جدة,False,['Industrial'],['Industrial'],1,Under construction,300000.0,2012.0,2012-09-01,,,False,False
مصنع بيبسيكو – Pepsico Plant,Eastern Region,,الدمام,False,['Industrial'],['Industrial'],1,Completed,55000.0,2013.0,2013-04-26,2015-09-30,887.0,False,False
مصنع حمض الليمون – Citric Acid Plant,Makkah Al-Mokarramah,190000000.0,جدة,False,['Industrial'],['Industrial'],1,Under construction,88000.0,2017.0,2017-01-01,,,True,False
مصنع رفد الصناعة للأنابيب – Rifd Industry Pipe Factory,Eastern Region,53000000.0,الجبيل الصناعية,False,['Industrial'],['Industrial'],1,Under construction,7500.0,2018.0,2018-01-01,2019-09-30,637.0,True,False
مصنع روست مايسترو –  Roast Maestro Plant,Al-Madinah Al-Monawarah,,ينبع,False,['Industrial'],['Industrial'],1,Under construction,50000.0,2016.0,2016-05-01,,,False,False
مصنع سامكو – SAMCO Plant,Makkah Al-Mokarramah,,جدة,False,['Industrial'],['Industrial'],1,Under construction,,,,,,False,False
مصنع سدير فارما – Sudair Pharmaceutical Plant,Al-Riyadh,1000000000.0,مدينة سدير للصناعة والأعمال,False,['Industrial'],['Industrial'],1,Completed,77000.0,2016.0,2016-02-20,2018-08-21,913.0,True,False
مصنع شركة الأغذية المبتكرة – The Innovative Food Factory,Al-Riyadh,52500000.0,مدينة سدير للصناعة والأعمال,False,['Industrial'],['Industrial'],1,Under construction,,2018.0,2018-01-01,,,True,False
مصنع شركة الحبوب السعودية للاعلاف الغذائية – Saudi Grain...,Al-Qaseem,30000000.0,بريدة,False,['Industrial'],['Industrial'],1,Under construction,123600.0,2014.0,2014-12-01,2019-12-31,1856.0,True,False
مصنع عصر البذور الزيتية – Yanbu Oil Mill Plant,Al-Madinah Al-Monawarah,500000000.0,ينبع,False,['Industrial'],['Industrial'],1,Completed,90000.0,2003.0,2003-06-15,2007-12-31,1660.0,True,False
مصنع مارس – Mars Factory,Makkah Al-Mokarramah,225000000.0,مدينة الملك عبدالله الاقتصادية,False,['Industrial'],['Industrial'],1,Completed,,2012.0,2012-02-15,2014-12-03,1022.0,True,False
مصنع و مستودع دلة ترين – Dallah Trane Manufacturing & Warehouse,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,['Industrial'],['Industrial'],1,Announced,22500.0,2017.0,2017-03-16,2017-11-30,259.0,False,False
مصنع واحة الالياف الزجاجية – Fiber Glass Oasis Plant,Al-Madinah Al-Monawarah,874000000.0,ينبع,False,['Industrial'],['Industrial'],1,Completed,128000.0,2009.0,2009-02-01,2015-12-31,2524.0,True,False
مصهر الإلمينيت – Ilmenite Smelter Plant,Jazan,2062500000.0,مدينة جازان للصناعات الاساسية والتحويلية,False,['Industrial'],['Industrial'],1,Completed,1000000.0,2012.0,2012-06-02,2014-03-07,643.0,True,False
مطار الأمير سلطان بن عبدالعزيز بتبوك (المرحلة الأولى) &#...,Tabouk,200000000.0,تبوك,False,['Government'],"['Government', 'Infrastructure']",1,Completed,675000.0,,,2011-05-15,,True,False
مطار الأمير عبدالمجيد بن عبدالعزيز بالعلا – Prince Abdul M...,Al-Madinah Al-Monawarah,143000000.0,العلا,False,['Government'],"['Government', 'Infrastructure']",1,Completed,13750000.0,,,2008-01-01,,True,False
مطار القنفذة الإقتصادي – Al-Qunfudah Economical Airport,Makkah Al-Mokarramah,,القنفذة,False,['Government'],"['Government', 'Infrastructure']",1,Announced,24000000.0,,,,,False,False
مطار الملك عبدالعزيز الدولي الجديد – King Abdulaziz Internationa...,Makkah Al-Mokarramah,36000000000.0,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Delayed,105000000.0,,,2018-05-17,,True,True
مطار الملك عبدالله بن عبدالعزيز الدولي – King Abdullah Intern...,Jazan,2500000000.0,جازان,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,5000000.0,2018.0,2018-10-22,2022-03-31,1256.0,True,False
مطعم الباحة – Al Baha Resturant,Al-Baha,,الباحة,False,['Commercial'],['Commercial'],1,Proposed,,,,,,False,False
مطعم باب التراث – Bab Al-Turath Resturant,Aseer,,أبها,False,['Commercial'],['Commercial'],1,Announced,,,,,,False,False
مطل – Mattal,Eastern Region,,الخبر,False,['Commercial'],['Commercial'],1,Announced,4900.0,,,,,False,False
معارض مجموعة محمد يوسف ناغي,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
معالي عنان – Anan Housing,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Under construction,105000.0,2018.0,2018-11-01,2021-02-28,850.0,False,False
معرض القرآن الكريم,Al-Madinah Al-Monawarah,,المدينة المنورة,False,"['Education', 'Leisure/Tourism']","['Education', 'Leisure/Tourism']",2,Completed,1500.0,,,,,False,False
معهد الأمير سعود الفيصل للدراسات الدبلوماسية – Prince S...,Al-Riyadh,250000000.0,الرياض,False,['Government'],['Government'],1,Delayed,46000.0,2014.0,2014-05-01,2017-05-01,1096.0,True,True
معهد الامير سلطان لأبحاث التقنيات المتقدمة – Prince Sulta...,Al-Riyadh,,الرياض,False,['Scientific'],['Scientific'],1,Proposed,44000.0,,,,,False,False
معهد الملك عبدالله لتنقية النانو,Al-Riyadh,,الرياض,False,"['Government', 'Scientific']","['Government', 'Scientific']",2,Stalled,13000.0,,,,,False,True
مقر أمانة القصيم – Al Qassim Municipality Headquarters,Al-Qaseem,66553194.0,بريدة,False,['Government'],['Government'],1,Delayed,33855.0,2009.0,2009-05-17,2014-05-17,1826.0,True,True
مقر الأحوال المدنية بثول فئة (د) – (Civil Affairs Office in Thuwal Ty...,Makkah Al-Mokarramah,,ثول,False,['Government'],['Government'],1,Under construction,,2016.0,2016-01-01,,,False,False
مقر الادارة العامة لشركة أملاك العالمية,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Announced,1050.0,,,,,False,False
مقر الامن العام و وزارة الداخلية,Makkah Al-Mokarramah,,جدة,False,"['Government', 'Residential']","['Government', 'Hospitality', 'Residential']",2,Delayed,5300002.0,2015.0,2015-01-04,2016-12-29,725.0,False,True
مقر الرئاسة العامة للارصاد وحماية البيئة – Presidency of Me...,Makkah Al-Mokarramah,95000000.0,جدة,False,['Government'],['Government'],1,Completed,50000.0,2008.0,2008-09-01,2012-11-01,1522.0,True,False
مقر الغرفة التجارية بحفر الباطن,Eastern Region,10000000.0,حفر الباطن,False,['Government'],['Government'],1,Completed,2375.0,2009.0,2009-10-01,2015-10-01,2191.0,True,False
مقر المؤسسة العربية للاتصالات الفضائية (عربسات) – Arab...,Al-Riyadh,,الرياض,False,['Scientific'],"['Commercial', 'Scientific']",1,Under construction,,,,,,False,False
مقر المدفوعات السعودية – Saudi Payment Headquarter,Al-Riyadh,1178000000.0,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Completed,19500.0,2009.0,2009-01-01,2014-12-31,2190.0,True,False
مقر النادي التهامي,Jazan,78000000.0,جازان,False,['Sports'],['Sports'],1,Under construction,,2011.0,2011-10-15,,,True,False
مقر الهيئة السعودية للمهندسين,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,2380.0,,,,,False,False
مقر الهيئة العامة لسياحة والأثار -جازان,Jazan,19875435.0,جازان,False,['Government'],['Government'],1,Under construction,,2015.0,2015-02-04,,,True,False
مقر الهيئة العامة للطيران المدني – General Authority of Civil Avia...,Al-Riyadh,543000000.0,الرياض,False,['Government'],['Government'],1,Under construction,297000.0,2017.0,2017-01-01,,,True,False
مقر الهيئة العامة للولاية على أموال القاصرين ومن في حك�...,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Under construction,4400.0,2018.0,2018-03-01,,,False,False
مقر الهيئة الملكية بينبع – Royal Commission Headquarters At Yanbu,Al-Madinah Al-Monawarah,299000000.0,ينبع,False,['Government'],['Government'],1,Delayed,44372.0,2012.0,2012-05-01,2016-11-30,1674.0,True,True
مقر برايس ووتر هاوس كوبرز – PWC Headquarter,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Under construction,8000.0,2010.0,2010-01-01,,,False,False
مقر شركة إدارة وإنماء المشاريع – PMDC HQ,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Completed,,2013.0,2013-04-01,2016-03-31,1095.0,False,False
مقر شركة الطيار – Al Tayyar Headquarters,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,10232.0,,,,,False,False
مقر شركة الفهاد للسفر والسياحة,Al-Riyadh,700000.0,الرياض,False,['Commercial'],['Commercial'],1,Delayed,500.0,2017.0,2017-03-01,2017-06-01,92.0,True,True
مقر شركة دهانات الجزيرة,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
مقر شركة سابك – Sabic Headquarter,Eastern Region,,الجبيل الصناعية,False,['Commercial'],['Commercial'],1,Announced,,,,,,False,False
مقر شركة عتاد – ATAD Office Building,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,36000.0,,,,,False,False
مقر شركة فواز الحكير – Fawaz Al Hokair Company Headquarters,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Announced,60000.0,,,,,False,False
مقر شركة مرافق – Marafiq Headquarters,Eastern Region,152358644.0,الجبيل الصناعية,False,['Commercial'],['Commercial'],1,Under construction,18000.0,2015.0,2015-01-01,,,True,False
مقر فرع معهد الإدارة العامة – Institute of Public Administration Branch...,Makkah Al-Mokarramah,162000000.0,جدة,False,"['Education', 'Government']","['Education', 'Government']",2,Stalled,63750.0,2010.0,2010-02-01,2012-06-30,880.0,True,True
مقر قوات درع الجزيرة العربي المشتركة بالرياض,Al-Riyadh,,الرياض,False,['Government'],['Government'],1,Under construction,115000.0,,,,,False,False
مقر منظمة المؤتمر الإسلامي – Organization of the Islamic Conference Hea...,Makkah Al-Mokarramah,,جدة,False,"['Commercial', 'Government']","['Commercial', 'Government']",2,Proposed,40000.0,,,,,False,False
مقر موبايلي – Mobily Center,Makkah Al-Mokarramah,600000000.0,مدينة الملك عبدالله الاقتصادية,False,['Commercial'],"['Commercial', 'Infrastructure']",1,Announced,,2013.0,2013-07-03,,,True,False
مقر نادي احد – Ohod Club,Al-Madinah Al-Monawarah,80000000.0,المدينة المنورة,False,"['Government', 'Sports']","['Government', 'Sports']",2,Completed,145000.0,2011.0,2011-05-01,2017-03-02,2132.0,True,False
مقر نادي الجبلين الرياضي,Hail,,حائل,False,['Sports'],['Sports'],1,Under construction,,2013.0,2013-01-01,,,False,False
مقر نادي الطائي – Al-Tai Sport Club,Hail,86882065.0,حائل,False,"['Government', 'Sports']","['Government', 'Sports']",2,Completed,100000.0,2008.0,2008-06-01,2015-11-19,2727.0,True,False
